"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Varsayılan Şablon</h4>
<p><a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> kullanır ve Adres'in tüm alanları (varsa Özel Alanlar dahil) kullanılabilir olacaktır</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Telefon: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Faks: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}E-posta: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>E-posta Yanıt Örneği</h4>

<pre>Gecikmiş Sipariş

İşlem {{ name }} Son Ödeme Tarihini Aşmıştır. Lütfen gerekli işlemleri yapınız.

Ayrıntılar

- Müşteri: {{ customer }}
- Tutar: {{ grand_total }}
</pre>

<h4>Alan adları nasıl alınır</h4>

<p>E-posta şablonunuzda kullanabileceğiniz alan adları, e-postayı gönderdiğiniz belgedeki alanlardır. Herhangi bir belgenin alanlarını Kurulum &gt; Form Görünümünü Özelleştir aracılığıyla ve belge türünü seçerek öğrenebilirsiniz (örn. Satış Faturası)</p>

<h4>Şablonlama</h4>

<p>Şablonlar Jinja Templating Language kullanılarak derlenir. Jinja hakkında daha fazla bilgi edinmek için <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">bu belgeyi okuyun.</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Veya</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>Mesaj Örneği</h5>

<pre>&lt;h3&gt;Sipariş Gecikmiş&lt;/h3&gt;

&lt;p&gt;İşlem {{ doc.name }} Son Tarihi aştı. Lütfen gerekli işlemi yapın.&lt;/p&gt;

&lt;!-- son yorumu göster --&gt;
{% if comments %}
Son yorum: {{ comments[-1].comment }} tarafından {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Ayrıntılar&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Müşteri: {{ doc.customer }}
&lt;li&gt;Tutar: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Koşul Örnekleri:</strong></p>
<pre>doc.status==""Açık""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Koşul Örnekleri:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Tek bir doctype için birden fazla web formu oluşturulabilir. Gönderimden sonra doğru kaydı görüntülemek için bu web formuna özgü filtreler ekleyin.</p><p>Örneğin:</p>
<p>Çalışanlardan geri bildirim almak için her yıl ayrı bir web formu oluşturursanız, doctype'a yıl adında bir 
 alanı ekleyin ve bir filtre ekleyin <b>yıl = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Bir şablonu işlemeden önce bağlamı ayarlayın. Örnek:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Proje"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>Yukarıdaki HTML ile etkileşim kurmak için `root_element` öğesini ana seçici olarak kullanmanız gerekecektir.</p><p>Örneğin:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// burada root_element varsayılan olarak sağlanır
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""Yeni içerik"";
</code></pre>",
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * *
┬ ┬ ┬ ┬ ┬
│ │ │ │
│ │ │ │ └ haftanın günü (0 - 6) (0 Pazar)
│ │ │ └───── ay (1 - 12)
│ │ └────────── ayın günü (1 - 31)
│ └─────────────── saat (0 - 23)
└──────────────────── dakika (0 - 59)

---

* - Herhangi bir değer
/ - Adım değerleri
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Koşullar basit Python ile yazılmalıdır. Lütfen yalnızca formda bulunan özellikleri kullanın.</p>
<p>İzin verilen fonksiyonlar:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Örnek: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,Kullanıcı izin verdikten sonra İstemci Uygulamasının erişebileceği kaynakların listesi.<br> örn. proje,
A symbol for this currency. For e.g. $,Bu para birimi için bir sembol. Örnek: ₺,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,Tümü,
API,API,
API Access,API Erişimi,
API Endpoint,API Endpoint,
API Endpoint Args,API Uç Nokta Bağımsız Değişkenleri,
API Key,API Key,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,"Relay Sunucusuyla etkileşim kurmak için API Anahtarı ve Gizli Anahtar. Bu anahtarlar, bu siteye yüklü uygulamalardan herhangi birinden ilk anlık bildirim gönderildiğinde otomatik olarak oluşturulacaktır.",
API Key cannot be regenerated,API Anahtarı yeniden oluşturulamaz.,
API Method,API Yöntemi,
API Secret,API Gizli Anahtarı,
ASC,Artan,
About,Hakkında,
About Us Settings,Hakkımızda Ayarları,
About Us Team Member,Hakkımızda Ekip Üyesi,
Accepted,Kabül Edildi,
Access Control,Erişim Kontrolü,
Access Key ID,Erişim Anahtarı Kimliği,
Access Log,Erişim Günlüğü,
Access Token,Erişim Anahtarı,
Account,Hesap,
Account Deletion Settings,Hesap Silme Ayarları,
Accounts Manager,Hesap Yöneticisi,
Accounts User,Muhasebe Kullanıcısı,
Action,İşlem,
Action / Route,Aksiyon / Rota,
Action Label,Eylem Etiketi,
Action Timeout (Seconds),Eylem Zaman Aşımı (Saniye),
Action Type,Aksiyon Türü,
Actions,İşlemler,
Activate,Etkinleştir,
Active,Aktif,
Active Directory,Active Directory,
Active Domains,Aktif Etki Alanları,
Active Sessions,Aktif Oturumlar,
Activity Log,Aktivite Günlüğü,
Add Background Image,Arka Plan Ekle,
Add Border at Bottom,Alt Kısma Kenarlık Ekle,
Add Border at Top,Üste Kenarlık Ekle,
Add Container,Konteyner Ekle,
Add Custom Tags,Özel Etiket Ekle,
Add Gray Background,Gri Arka Plan Ekle,
Add Query Parameters,Sorgu Parametreleri Ekle,
Add Signature,İmza Ekle,
Add Space at Bottom,Alt Kısma Boşluk Ekle,
Add Space at Top,Üst Kısma Boşluk Ekle,
Add Total Row,Tüm Satırları Ekle,
Add Translate Data,Çeviri Verilerini Ekle,
Add Unsubscribe Link,Abonelikten Çıkma Bağlantısı Ekle,
Add Video Conferencing,Video Konferans Ekle,
Additional Permissions,Ek İzinler,
Address,Adres,
Address And Contacts,Adres ve Kişiler,
Address Line 1,Adres Satırı 1,
Address Line 2,Adres Satırı 2,
Address Template,Adres Şablonu,
Address Title,Adres Başlığı,
Address Type,Adres Tipi,
Address and other legal information you may want to put in the footer.,Adresinizi ve alt bilgiye eklemek isteyebileceğiniz diğer yasal bilgileri.,
Addresses And Contacts,Adres ve Kişiler,
Adds a custom client script to a DocType,DocType'a özel bir istemci komut dosyası ekler,
Adds a custom field to a DocType,DocType'a özel bir alan ekler,
Administrator,Yönetici,
Advanced,Gelişmiş,
Advanced Control,Gelişmiş Kontrol,
Advanced Settings,Gelişmiş Ayarlar,
After Cancel,İptal Edildikten Sonra,
After Delete,Silme İşleminden Sonra,
After Insert,Ekledikten Sonra,
After Rename,Yeniden Adlandırdıktan Sonra,
After Save,Kaydettikten Sonra,
After Save (Submitted Document),Kaydettikten Sonra (Gönderilen Belge),
After Submission,Kaydettikten Sonra,
After Submit,Gönderdikten Sonra,
Aggregate Function Based On,Toplam Fonksiyonu Temel Alarak,
Alert,Uyarı,
Align,Hizala,
Align Labels to the Right,Etiketleri Sağa Hizala,
Align Right,Sağa Hizala,
All,Tümü,
All Day,Tüm Gün,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","İş akışının tüm olası İş Akışı Durumları ve rolleri. Docstatus Seçenekleri: 0 ""Kaydedildi"", 1 ""Gönderildi"" ve 2 ""İptal Edildi""",
Allocated To,Sorumlu,
Allot Points To Assigned Users,Puanları Atanan Kullanıcılara Paylaştır,
Allow,İzin Ver,
Allow Auto Repeat,Otomatik Tekrara İzin Ver,
Allow Bulk Edit,Toplu Düzenlemeye İzin Ver,
Allow Bulk Editing,Toplu Düzenlemeye İzin Ver,
Allow Comments,Yorumlara İzin Ver,
Allow Consecutive Login Attempts ,Arka Arkaya Oturum Açma Denemelerine İzin Ver,
Allow Delete,Silmeye İzin Ver,
Allow Dropbox Access,Dropbox Erişimine İzin Ver,
Allow Editing After Submit,Gönderdikten Sonra Düzenlemeye İzin Ver,
Allow Guest,Misafire İzin Ver,
Allow Guest to View,Misafirin Görüntülemesine İzin Ver,
Allow Guest to comment,Misafirin yorum yapmasına izin ver,
Allow Guests to Upload Files,Misafir Kullanıcılarının Dosya Yüklemesine İzin Ver,
Allow Import (via Data Import Tool),İçeri Aktarmaya İzin Ver,
Allow Incomplete Forms,Eksik Formlara İzin Ver,
Allow Login After Fail,Başarısız Denemeden Sonra Giriş Yapmaya İzin Ver,
Allow Login using Mobile Number,Cep Telefonu ile Giriş,
Allow Login using User Name,Kullanıcı Adı ile Oturum Açmaya İzin Ver,
Allow Modules,Modül İzinleri,
Allow Multiple Responses,Birden Çok Yanıta İzin Ver,
Allow Older Web View Links (Insecure),Eski Web Görünümü Bağlantılarına İzin Ver (Güvensiz),
Allow Print,Yazdırmaya İzin Ver,
Allow Print for Cancelled,İptal Edilenler İçin Yazdırmaya İzin Ver,
Allow Print for Draft,Taslak Yazdırmaya İzin Ver,
Allow Read On All Link Options,Tüm Bağlantı Seçeneklerinde Okumaya İzin Ver,
Allow Rename,Yeniden Adlandırmaya İzin Ver,
Allow Roles,İzin Verilen Roller,
Allow Self Approval,Kendi Kendini Onaylamaya İzin Ver,
Allow Sending Usage Data for Improving Applications,Uygulamaları İyileştirmek İçin Kullanım Verilerinin Gönderilmesine İzin Ver,
Allow approval for creator of the document,Belgeyi oluşturan kişinin onayına izin ver,
Allow document creation via Email,E-posta yoluyla belge oluşturmaya izin ver,
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","Belge türünde bir iş akışı ayarlanmış olsa bile düzenlemeye izin verir.

Bir iş akışı ayarlanmamışsa hiçbir şey yapmaz.",
Allow events in timeline,Zaman Akışında Olaylara İzin Ver,
Allow in Quick Entry,Hızlı Girişe İzin Ver,
Allow on Submit,Gönderimde İzin Ver,
Allow only one session per user,Her Bir Kullanıcıya Aynı Anda Tek Oturum Açma İzni Ver,
Allow page break inside tables,Tabloların içinde sayfa sonuna izin ver,
Allow saving if mandatory fields are not filled,Zorunlu alanlar doldurulmazsa kaydetmeye izin ver,
Allow user to login only after this hour (0-24),Kullanıcının sadece bu saatten sonra giriş yapmasına izin ver. (0-24),
Allow user to login only before this hour (0-24),Kullanıcının yalnızca bu saatten önce giriş yapmasına izin ver. (0-24),
"Allow users to log in without a password, using a login link sent to their email","Kullanıcıların, e-postalarına gönderilen oturum açma bağlantısını kullanarak parola olmadan oturum açmalarına izin verir.",
Allowed,İzin Verilen,
Allowed File Extensions,İzin Verilen Dosya Uzantıları,
Allowed In Mentions,Alıntılara İzin Ver,
Allowed Modules,İzin Verilen Modüller,
Allowed Roles,İzin Verilen Roller,
Allowed embedding domains,İzin verilen gömülü alan adları,
Alternative Email ID,Alternatif E-posta Kimliği,
"Always add ""Draft"" Heading for printing draft documents","Taslak belgelerini yazdırmak için her zaman ""Taslak"" Başlığı ekleyin",
Always use this email address as sender address,Gönderen adresi olarak her zaman bu e-posta adresini kullan,
Always use this name as sender name,Gönderen adı olarak her zaman bu adı kullan,
Amend,Değiştir,
Amend Counter,Sayacı Değiştir,
Amended Document Naming Settings,Belge İsimlendirme Ayarları,
Amended Documents,Değiştirilen Belgeler,
Amended From,Şu tarihten itibaren değiştirildi:,
Amendment Naming Override,Değişiklik Adlandırma Geçersiz Kılma,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],.ico uzantılı bir simge dosyası. 16 x 16 piksel olmalıdır. Bir favicon oluşturucu kullanılarak oluşturulmuştur. [favicon-generator.org],
Analytics,Analitik,
Announcement Widget,Duyuru Bileşeni,
Announcements,Duyurular,
Annual,Yıllık,
Anonymization Matrix,Anonimleştirme Matrisi,
Anonymous responses,İsimsiz Yanıtlar,
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,"Herhangi bir dize tabanlı yazıcı dili kullanılabilir. Ham komutları yazmak, yazıcı üreticisi tarafından sağlanan yazıcının yerel dilinin bilgisini gerektirir. Yerel komutlarının nasıl yazılacağı konusunda lütfen yazıcı üreticisi tarafından sağlanan geliştirici kılavuzuna bakın. Bu komutlar sunucu tarafında Jinja Şablonlama Dili kullanılarak oluşturulur.",
App,Uygulama,
App Access Key,Uygulama Erişim Anahtarı,
App Client ID,Uygulama İstemci Kimliği,
