"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Zadani predložak</h4>
<p>Koristi <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> i sva polja adrese (uključujući prilagođena polja ako postoje) bit će dostupna</p >
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN: {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Telefon: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}E-pošta: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>Primjer odgovora e-poštom</h4>

<pre>Narudžba kasni

Transakcija {{ name }} je premašila datum dospijeća. Poduzmite potrebne radnje.

Pojedinosti

- Kupac: {{ customer }}
- Iznos: {{ grand_total }}
</pre>

<h4>Kako dobiti nazive polja</h4>

<p>Imena polja koja možete koristiti u svom šablonu e-pošte su polja u dokumentu iz kojeg šaljete e-poštu. Možete saznati polja bilo kojeg dokumenta preko Postavljanje &gt; Prilagodite prikaz obrasca i odaberite vrstu dokumenta (npr. prodajna faktura)</p>

<h4>Izrada šablona</h4>

<p>Šabloni su sastavljeni pomoću Jinja Templating Language. Da biste saznali više o Jinji, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">pročitajte ovu dokumentaciju.</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Ili</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>Primjer poruke</h5>

<pre>&lt;h3&gt;Narudžba kasni&lt;/h3&gt;

&lt;p&gt;Transakcija {{ doc.name }} je premašila rok. Poduzmite potrebne radnje.&lt;/p&gt;

&lt;!-- prikaži zadnji komentar --&gt;
{% if comments %}
Zadnji komentar: {{ comments[-1].comment }} od {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Detalji&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Kupac: {{ doc.customer }}
&lt;li&gt;Iznos: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Primjeri stanja:</strong></p>
<pre>doc.status==""Otvoreno""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Primjeri stanja:</strong></p>
<pre>doc.status==""Otvoreno""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Za jedan tip dokumenta može se izraditi više web obrazaca. Dodajte filtre specifične za ovaj web-obrazac za prikaz ispravnog zapisa nakon podnošenja.</p><p>Na primjer:</p>
<p>Ako svake godine izradite zaseban web-obrazac za prikupljanje povratnih informacija od zaposlenika, dodajte 
 polje pod nazivom godina u doctype i dodajte filtar <b>godina = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Postavite kontekst prije iscrtavanja šablona. Primjer:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Projekt"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>Za interakciju s gornjim HTML-om morat ćete koristiti `root_element` kao nadređeni birač.</p><p>Na primjer:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// ovdje je root_element naveden prema zadanim postavkama
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""Novi sadržaj"";
</code></pre>",
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * * *
┬ ┬ ┬ ┬ ┬
│ │ │ │ │
│ │ │ │ └ dan u sedmici (0 - 6) (0 je nedjelja)
│ │ │ └───── mjesec (1 - 12)
│ │ └─────────── dan u mjesecu (1 - 31)
│ └──────────────── sat (0 - 23)
└───────────────────── minuta (0 - 59)

---

* - Bilo koja vrijednost
/ - Vrijednosti koraka
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Uslovi bi trebali biti napisani u jednostavnom Pythonu. Koristite samo svojstva dostupna u obrascu.</p>
<p>Dopuštene funkcije:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Primjer: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,Lista resursa kojima će klijentska aplikacija imati pristup nakon što korisnik to dozvoli.<br> npr. projekat,
A symbol for this currency. For e.g. $,Simbol za ovu valutu. Za npr. $,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,SVE,
API,API,
API Access,API pristup,
API Endpoint,API Endpoint,
API Endpoint Args,API argumenti krajnje tačke,
API Key,API Key,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,API ključ i tajna za interakciju s relejnim serverom. Oni će se automatski generirati kada se prva push obavijest pošalje iz bilo koje aplikacije instalirane na ovoj stranici.,
API Key cannot be regenerated,API ključ se ne može regenerirati,
API Method,API metoda,
API Secret,API tajna,
ASC,ASC,
About,O,
About Us Settings,O nama Postavke,
About Us Team Member,O nama Član tima,
Accepted,Prihvaćeno,
Access Control,Kontrola Pristupa,
Access Key ID,ID pristupnog ključa,
Access Key Secret,Tajna pristupnog ključa,
Access Log,Dnevnik pristupa,
Access Token,Access Token,
Access Token URL,URL pristupnog tokena,
Account,Konto,
Account Deletion Settings,Postavke brisanja računa,
Accounts Manager,Računi Manager,
Accounts User,Računi korisnika,
Action,Akcija,
Action / Route,Akcija / Ruta,
Action Label,Oznaka akcije,
Action Timeout (Seconds),Istek akcije (sekunde),
Action Type,Vrsta akcije,
Actions,Akcije,
Activate,Aktiviraj,
Active,Aktivan,
Active Directory,Active Directory,
Active Domains,Aktivne domene,
Active Sessions,Aktivne sesije,
Activity Log,Dnevnik aktivnosti,
Add Background Image,Dodaj pozadinsku sliku,
Add Border at Bottom,Dodajte ivicu na dnu,
Add Border at Top,Dodajte ivicu na vrh,
Add Container,Dodaj kontejner,
Add Custom Tags,Dodaj prilagođene oznake,
Add Gray Background,Dodaj sivu pozadinu,
Add Query Parameters,Dodaj parametre upita,
Add Signature,Dodaj potpis,
Add Space at Bottom,Dodaj razmak na dnu,
Add Space at Top,Dodajte razmak na vrh,
Add Total Row,Dodaj red za zbir,
Add Translate Data,Dodaj Prevedene Podatke,
Add Unsubscribe Link,Dodaj vezu za otkazivanje pretplate,
Add Video Conferencing,Dodaj video konferenciju,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Dodan HTML u &lt;head&gt; dio web stranice, koji se prvenstveno koristi za verifikaciju web stranice i SEO",
Additional Permissions,Dodatne dozvole,
Address,Adresa,
Address And Contacts,Adrese i Kontakti,
Address Line 1,Adresa - linija 1,
Address Line 2,Adresa - linija 2,
Address Template,Šablon adrese,
Address Title,Naziv adrese,
Address Type,Tip adrese,
Address and other legal information you may want to put in the footer.,Adresa i druge pravne informacije koje biste možda željeli staviti u podnožje.,
Addresses And Contacts,Adrese i Kontakti,
Adds a custom client script to a DocType,Dodaje prilagođenu klijentsku skriptu u DocType,
Adds a custom field to a DocType,Dodaje prilagođeno polje u DocType,
Administrator,Administrator,
Advanced,Napredno,
Advanced Control,Napredna kontrola,
Advanced Settings,Napredne postavke,
After Cancel,Nakon otkazivanja,
After Delete,Nakon brisanja,
After Insert,Nakon umetanja,
After Rename,Nakon preimenovanja,
After Save,Nakon spremanja,
After Save (Submitted Document),Nakon spremanja (Podnesen dokument),
After Submission,Nakon podnošenja,
After Submit,Nakon podnošenja,
Aggregate Function Based On,Agregatna funkcija zasnovana na,
Alert,Upozorenje,
Align,Poravnaj,
Align Labels to the Right,Poravnaj oznake udesno,
Align Right,Poravnaj desno,
All,Sve,
All Day,Cijeli dan,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Sva moguća stanja radnog toka i uloge radnog toka. Opcije statusa dokumenta: 0 je ""Spremljeno"", 1 je ""Podneseno"" i 2 je ""Otkazano""",
Allocated To,Alocirano,
Allot Points To Assigned Users,Dodijelite bodove dodijeljenim korisnicima,
Allow,Dozvoli,
Allow Auto Repeat,Dozvoli automatsko ponavljanje,
Allow Bulk Edit,Dozvoli grupno uređivanje,
Allow Bulk Editing,Dozvoli Grupno Uređivanje,
Allow Comments,Dozvoli komentare,
Allow Consecutive Login Attempts ,Dozvoli uzastopne pokušaje prijave ,
Allow Delete,Dozvoli brisanje,
Allow Dropbox Access,Dozvolite pristup Dropboxu,
Allow Editing After Submit,Dozvoli uređivanje nakon slanja,
Allow Guest,Dozvoli gostu,
Allow Guest to View,Dozvolite gostu da vidi,
Allow Guest to comment,Dozvolite gostu da komentariše,
Allow Guests to Upload Files,Dozvolite gostima da učitavaju datoteke,
Allow Import (via Data Import Tool),Dozvoli uvoz (putem alata za uvoz podataka),
Allow Incomplete Forms,Dozvoli nepotpune obrasce,
Allow Login After Fail,Dozvoli prijavu nakon neuspjeha,
Allow Login using Mobile Number,Dozvoli prijavu koristeći broj mobilnog telefona,
Allow Login using User Name,Dozvoli prijavu koristeći korisničko ime,
Allow Modules,Dozvoli module,
Allow Multiple Responses,Dozvoli višestruke odgovore,
Allow Older Web View Links (Insecure),Dozvoli starije veze za web pregled (nesigurno),
Allow Print,Dozvoli štampanje,
Allow Print for Cancelled,Dozvoli štampanje za Otkazano,
Allow Print for Draft,Dozvoli štampanje za Nacrt,
Allow Read On All Link Options,Dozvoli čitanje na svim opcijama veze,
Allow Rename,Dozvoli promjenu naziva,
Allow Roles,Dozvoli uloge,
Allow Self Approval,Dozvoli samoodobrenje,
Allow Sending Usage Data for Improving Applications,Dozvoli slanje podataka o upotrebi za poboljšanje aplikacija,
Allow approval for creator of the document,Dozvoli odobrenje za kreatora dokumenta,
Allow document creation via Email,Dozvoli kreiranje dokumenta putem e-pošte,
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","Dozvolite uređivanje čak i ako tip dokumenta ima postavljen tok posla.

Ne radi ništa ako tok posla nije postavljen.",
Allow events in timeline,Dozvoli događaje na vremenskoj liniji,
Allow in Quick Entry,Dozvoli u brzom unosu,
Allow on Submit,Dozvoli pri podnošenju,
Allow only one session per user,Dozvoli samo jednu sesiju po korisniku,
Allow page break inside tables,Dozvoli prijelom stranice unutar tabela,
Allow saving if mandatory fields are not filled,Dozvoli spremanje ako nisu popunjena obavezna polja,
Allow user to login only after this hour (0-24),Dozvoli korisniku da se prijavi tek nakon ovog sata (0-24),
Allow user to login only before this hour (0-24),Dozvoli korisniku da se prijavi samo prije ovog sata (0-24),
"Allow users to log in without a password, using a login link sent to their email","Dozvolite korisnicima da se prijave bez lozinke, koristeći link za prijavu poslat na njihovu e-poštu",
Allowed,Dozvoljeno,
Allowed File Extensions,Dozvoljene ekstenzije datoteka,
Allowed In Mentions,Dozvoljeno u spominjanju,
Allowed Modules,Dozvoljeni moduli,
Allowed Roles,Dozvoljene Uloge,
Allowed embedding domains,Dozvoljeno ugrađivanje domena,
Alternative Email ID,Alternativni ID e-pošte,
"Always add ""Draft"" Heading for printing draft documents","Uvijek dodajte naslov ""Nacrt"" za štampanje nacrta dokumenata",
Always use this email address as sender address,Uvijek koristite ovu adresu e-pošte kao adresu pošiljaoca,
Always use this name as sender name,Uvijek koristite ovo ime kao ime pošiljaoca,
Amend,Izmijeniti,
Amend Counter,Brojač izmjena,
Amended Document Naming Settings,Izmijenjene postavke imenovanja dokumenata,
Amended Documents,Izmijenjeni dokumenti,
Amended From,Izmijenjena Od,
Amendment Naming Override,Zaobiđi izmjenu imenovanja,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Datoteka ikone s nastavkom .ico. Trebala bi biti 16 x 16 px. Generirano pomoću generatora favicona. [favicon-generator.org],
Analytics,Analitika,
Announcement Widget,Vidžet za obavjesti,
Announcements,Obavijesti,
Annual,godišnji,
Anonymization Matrix,Anonimizacijska matrica,
Anonymous responses,Anonimni odgovori,
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Mogu se koristiti bilo koji jezici štampača zasnovani na stringovima. Pisanje neobrađenih naredbi zahtijeva poznavanje izvornog jezika štampača koji obezbjeđuje proizvođač štampača. Molimo pogledajte priručnik za programere koji ste dobili od proizvođača štampača o tome kako napisati svoje izvorne komande. Ove komande se prikazuju na strani servera koristeći Jinja Template Language.,
App,Aplikacija,
App Access Key,Ključ za pristup aplikaciji,
App Client ID,ID klijenta aplikacije,
App Client Secret,Tajna klijenta aplikacije,
App ID,ID aplikacije,
App Logo,Logotip aplikacije,
App Name,Naziv aplikacije,
App Secret Key,Tajni ključ aplikacije,
Append Emails to Sent Folder,Dodaj e-poruke u mapu Poslano,
Append To,Dodati u,
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Dodati kao komunikaciju ovom DocType-u (mora imati polja: ""Pošiljalac"" i ""Predmet""). Ova polja se mogu definirati u odjeljku postavki e-pošte dodanog tipa dokumenta.",
Applicable For,primjenjivo za,
Application Logo,Logotip aplikacije,
Application Name,Naziv aplikacije,
Application Version,Pokretanje aplikacije,
Applied On,Primijenjeno na,
Apply Document Permissions,Primijeni dozvole za dokumente,
Apply Only Once,Primijeni samo jednom,
Apply Strict User Permissions,Primijeni stroge korisničke dozvole,
Apply To,Primijeni na,
