"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Plantilla por defecto</h4>
<p>Utiliza la <a href=""http://jinja.pocoo.org/docs/templates/"">Plantilla Jinja</a> y todos los campos de Dirección (incluidos los Campos Personalizados si los hubiera) estarán disponibles</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Teléfono: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Correo electrónico: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>Ejemplo de respuesta por correo electrónico</h4>

<pre>Pedido vencido

La transacción {{ name }} ha excedido la fecha de vencimiento. Tome las medidas necesarias.

Detalles

- Cliente: {{ customer }}
- Importe: {{ grand_total }}
</pre>

<h4>Cómo obtener nombres de campo</h4>

<p>Los nombres de campo que puedes usar en tu plantilla de correo electrónico son los campos del documento desde el que estás enviando el correo electrónico. Puede encontrar los campos de cualquier documento a través de Configuración &gt; Personalizar la vista del formulario y seleccionar el tipo de documento (por ejemplo, Factura de venta)</p>

<h4>Plantillas</h4>

<p>Las plantillas se compilan utilizando el lenguaje de plantillas Jinja. Para obtener más información sobre Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lea esta documentación.</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">O</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>Ejemplo de mensaje </h5>

<pre>&lt;h3&gt;Pedido vencido&lt;/h3&gt;

&lt;p&gt;La transacción {{ doc.name }} ha excedido la fecha de vencimiento. Tome las medidas necesarias.&lt;/p&gt;

&lt;!-- mostrar último comentario --&gt;
{% if comments %}
Último comentario: {{ comments[-1].comment }} por {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Detalles&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Cliente: {{ doc.customer }}
&lt;li&gt;Cantidad: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Ejemplos de condiciones:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Ejemplos de condiciones:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Se pueden crear varios formularios web para un mismo doctype. Añada filtros específicos a este formulario web para mostrar el registro correcto tras el envío.</p><p>Por ejemplo:</p>
<p>Si crea un formulario web independiente cada año para captar las opiniones de los empleados añada un campo 
 denominado año en doctype y añada un filtro <b>year = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Establece el contexto antes de renderizar una plantilla. Ejemplo:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>Para interactuar con el HTML anterior, deberá utilizar `root_element` como selector principal.</p><p>Por ejemplo:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// aquí root_element se proporciona de forma predeterminada
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>",
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * * *
┬ ┬ ┬ ┬ ┬
│  │ │ │  │
│  │ │ │  └ día de la semana (0 - 6) (0 es domingo)
│  │ │ └───── mes (1 - 12)
│  │ └────────── día del mes (1 - 31)
│  └─────────────── hora (0 - 23)
└──────────────────── minuto (0 - 59)

---

* - Cualquier valor
/ - Valores escalonados
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Las condiciones deben escribirse en Python simple. Utilice únicamente las propiedades disponibles en el formulario.</p>
<p>Funciones permitidas:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Ejemplo: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,"Una lista de los recursos que el cliente de aplicación tendrá acceso a la vez que el usuario lo permite. <br> por ejemplo, el proyecto",
A symbol for this currency. For e.g. $,"Un símbolo para esta moneda. Por ejemplo, $",
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,TODOS,
API,API,
API Access,Acceso API,
API Endpoint,Endpoint de la API,
API Endpoint Args,Argumentos del endpoint de la API,
API Key,Clave de API,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,Clave API y secreto para interactuar con el servidor de retransmisión. Se generarán automáticamente cuando se envíe la primera notificación push desde cualquiera de las aplicaciones instaladas en este sitio.,
API Key cannot be regenerated,No se puede regenerar la clave API,
API Method,Método API,
API Secret,Clave Secreta de API,
ASC,ASC,
About,Acerca de,
About Us Settings,Configuración de información de la compañía,
About Us Team Member,Miembro del Equipo Acerca de Nosotros,
Accepted,Aceptado,
Access Control,Control de acceso,
Access Key ID,ID de Clave de Acceso,
Access Key Secret,Secreto de clave de acceso,
Access Log,Registro de acceso,
Access Token,Token de Acceso,
Access Token URL,URL de Token de Acceso,
Account,Cuenta,
Account Deletion Settings,Configuración de Eliminación de Cuentas,
Accounts Manager,Gerente de Cuentas,
Accounts User,Usuario de Cuentas,
Action,Acción,
Action / Route,Acción / Ruta,
Action Label,Etiqueta de Acción,
Action Timeout (Seconds),Tiempo de espera de Acción (segundos),
Action Type,Tipo de Acción,
Actions,Acciones,
Activate,Activar,
Active,Activo,
Active Directory,Directorio Activo,
Active Domains,Dominios activos,
Active Sessions,Sesiones Activas,
Activity Log,Registro de Actividad,
Add Background Image,Añadir imagen de fondo,
Add Border at Bottom,Añadir borde en la parte inferior,
Add Border at Top,Añadir borde en la parte superior,
Add Container,Agregar Contenedor,
Add Custom Tags,Agregar etiquetas personalizadas,
Add Gray Background,Agregar fondo gris,
Add Query Parameters,Agregar parámetros de consulta,
Add Signature,Agregar Firma,
Add Space at Bottom,Añadir espacio en la parte inferior,
Add Space at Top,Añadir espacio en la parte superior,
Add Total Row,Añadir Fila Total,
Add Unsubscribe Link,Añadir Enlace Darse de baja,
Add Video Conferencing,Añadir videoconferencia,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","HTML añadido en la sección &lt;head&gt; de la página web, utiliza sobre todo para la verificación de la web y SEO",
Additional Permissions,Permisos Adicionales,
Address,Dirección,
Address And Contacts,Dirección y Contactos,
Address Line 1,Dirección línea 1,
Address Line 2,Dirección línea 2,
Address Template,Plantillas de direcciones,
Address Title,Dirección,
Address Type,Tipo de dirección,
Address and other legal information you may want to put in the footer.,Dirección y otra información legal que desee poner en el pie de página.,
Addresses And Contacts,Direcciones y contactos,
Adds a custom client script to a DocType,Agrega un script de cliente personalizado a un DocType,
Adds a custom field to a DocType,Agrega un campo personalizado a un DocType,
Administrator,Administrador,
Advanced,Anticipado,
Advanced Control,Control Avanzado,
Advanced Settings,Ajustes Avanzados,
After Cancel,Después de Cancelar,
After Delete,Después de Eliminar,
After Insert,Después de insertar,
After Rename,Después de renombrar,
After Save,Después de Guardar,
After Save (Submitted Document),Después de Guardar (Documento Enviado),
After Submission,Después de enviar,
After Submit,Después de enviar,
Aggregate Function Based On,Función agregada basada en,
Alert,Alerta,
Align,Alinear,
Align Labels to the Right,Alinee las etiquetas a la derecha,
Align Right,Alinear a la derecha,
All,Todos,
All Day,Todo el Día,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Todos los estados y roles posibles del flujo de trabajo. Opciones de estado del documento: 0 es ""Guardado"", 1 es ""Enviado"" y 2 es ""Cancelado""",
Allocated To,Asignado a,
Allot Points To Assigned Users,Asigne puntos a usuarios asignados,
Allow,Permitir,
Allow Auto Repeat,Permitir repetición automática,
Allow Bulk Edit,Permitir edición masiva,
Allow Bulk Editing,Permitir edición masiva,
Allow Comments,Permitir Comentarios,
Allow Consecutive Login Attempts ,Permitir intentos de inicio de sesión consecutivos ,
Allow Delete,Permitir Borrar,
Allow Dropbox Access,Permitir Acceso a Dropbox,
Allow Editing After Submit,Permitir edición después de enviar,
Allow Guest,Permitir Invitado,
Allow Guest to View,Permitir ver al invitado,
Allow Guest to comment,Permitir a los invitados comentar,
Allow Guests to Upload Files,Permitir a los Invitados cargar archivos,
Allow Import (via Data Import Tool),Permitir la importación (a través de la Herramienta de Importación de Datos),
Allow Incomplete Forms,Permitir formularios incompletos,
Allow Login After Fail,Permitir inicio de sesión después de error,
Allow Login using Mobile Number,Permitir inicio de sesión con número de teléfono móvil,
Allow Login using User Name,Permitir inicio de sesión con Nombre de Usuario,
Allow Modules,Permitir módulos,
Allow Multiple Responses,Permitir múltiples respuestas,
Allow Older Web View Links (Insecure),Permitir enlaces de visualización web antiguos (inseguros),
Allow Print,Permitir Imprimir,
Allow Print for Cancelled,Permitir impresión para Cancelado,
Allow Print for Draft,Permitir Impresión para Borrador,
Allow Read On All Link Options,Permitir leer en todas las opciones de enlace,
Allow Rename,Permitir Renombrar,
Allow Roles,Permitir Roles,
Allow Self Approval,Permitir la Auto Aprobación,
Allow Sending Usage Data for Improving Applications,Permitir el envío de datos de uso para mejorar las aplicaciones,
Allow approval for creator of the document,Permitir aprobación para el creador del documento,
Allow document creation via Email,Permitir la creación de documentos por correo electrónico,
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","Permitir la edición incluso si el tipo de documento tiene un flujo de trabajo configurado.

No hace nada si no hay un flujo de trabajo configurado.",
Allow events in timeline,Permitir eventos en la línea de tiempo,
Allow in Quick Entry,Permitir Entrada Rápida,
Allow on Submit,Permitir en 'validar',
Allow only one session per user,Permitir sólo una sesión por usuario,
Allow page break inside tables,Permitir salto de página dentro de las tablas,
Allow saving if mandatory fields are not filled,Permitir guardar si los campos obligatorios no están ingresados,
Allow user to login only after this hour (0-24),Permitir que el usuario ingrese sólo después de esta hora (0-24),
Allow user to login only before this hour (0-24),Permitir que el usuario ingrese sólo antes de esta hora (0-24),
"Allow users to log in without a password, using a login link sent to their email","Permitir a los usuarios iniciar sesión sin contraseña, utilizando un enlace de inicio de sesión enviado a su correo electrónico",
Allowed,Permitido,
Allowed File Extensions,Extensiones de Archivos permitidas,
Allowed In Mentions,Permitido en Menciones,
Allowed Modules,Módulos Permitidos,
Allowed Roles,Roles permitidos,
Allowed embedding domains,Dominios integrados permitidos,
Alternative Email ID,ID de correo electrónico alternativo,
"Always add ""Draft"" Heading for printing draft documents","Agregar siempre ""Borrador"" al imprimir borradores de documentos",
Always use this email address as sender address,Utilice siempre esta dirección de correo electrónico como dirección de remitente,
Always use this name as sender name,Utilizar siempre este nombre como nombre de remitente,
Amend,Corregir,
Amend Counter,Modificar contador,
Amended Document Naming Settings,Modificación de la Configuración de los Nombres de los Documentos,
Amended Documents,Documentos Modificados,
Amended From,Modificado Desde,
Amendment Naming Override,Sobrescribir la nomenclatura de enmiendas,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Un archivo de icono con .ico extensión. Debería ser de 16 x 16 píxeles. Generado usando un generador de favicon. [favicon-generator.org],
Analytics,Analítica,
Announcement Widget,Widget de Anuncios,
Announcements,Anuncios,
Annual,Anual,
Anonymization Matrix,Matriz de anonimización,
Anonymous responses,Respuestas anónimas,
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Se puede usar cualquier lenguaje de impresora basado en cadenas. Escribir comandos sin formato requiere el conocimiento del idioma nativo de la impresora proporcionado por el fabricante de la impresora. Consulte el manual del desarrollador proporcionado por el fabricante de la impresora sobre cómo escribir sus comandos nativos. Estos comandos se representan en el lado del servidor utilizando el lenguaje de plantillas Jinja.,
App,App,
App Access Key,Clave de Acceso de Aplicación,
App Client ID,ID de Cliente de Aplicación,
App Client Secret,Clave Secreta de Aplicación,
App ID,ID de la App,
App Logo,Logo de la App,
App Name,Nombre de la Aplicación,
App Secret Key,Clave Secreta de Aplicación,
Append Emails to Sent Folder,Agregar correos electrónicos a la carpeta enviada,
Append To,Anexar a,
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Anexar como comunicación a este DocType (debe tener los campos: ""Remitente"" y ""Asunto""). Estos campos se pueden definir en la sección de configuración de correo electrónico del DocType anexado.",
Applicable For,Aplicable para,
Application Logo,Logotipo de la aplicación,
Application Name,Nombre de la aplicación,
Application Version,Versión de la aplicación,
Applied On,Aplicado en,
Apply Document Permissions,Aplicar permisos de documentos,
Apply Only Once,Aplicar solo una vez,
Apply Strict User Permissions,Aplicar Permisos Estrictos de Usuario,
Apply To,Aplicar a,
Apply To All Document Types,Aplicar a todos los tipos de documentos,
Apply User Permission On,Aplicar permiso del usuario en,
Apply this rule if the User is the Owner,"Aplicar esta regla, si el usuario es el propietario",
Apply this rule only once per document,Aplique esta regla solo una vez por documento,
Appreciation,Apreciación,
Apps,Apps,
Archived,Archivado,
Arguments,Argumentos,
Arial,Arial,
Assign Condition,Asignar condición,
Assign To Users,Asignar a usuarios,
Assigned,Asignado,
Assigned By,Asignado por,
Assigned By Full Name,Asignado por Nombre Completo,
Assignment,Asignación,
Assignment Completed,Asignación Completa,
Assignment Days,Días de asignacion,
