"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>默认模板</h4>
<p>使用<a href=""http://jinja.pocoo.org/docs/templates/"">Jinja 模板</a>，地址的所有字段（包括自定义字段（如有））均可用</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} 密码：  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}电话： {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}传真： {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}电子邮件： {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>电子邮件回复示例</h4>

<pre>订单逾期

交易 {{ name }} 已超过到期日。请采取必要行动。

详情

- 客户： {{ customer }}
- 金额： {{ grand_total }}
</pre>

<h4>如何获取字段名</h4>

<p>您可以在电子邮件模板中使用的字段名是发送电子邮件的文档中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如销售发票）来查找任何文档的字段。</p>

<h4>模板</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">或者</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>信息示例</h5>

<pre>&lt;h3&gt;订单逾期&lt;/h3&gt;

&lt;p&gt;交易 {{ doc.name }} 已超过到期日。请采取必要行动。&lt;/p&gt;

&lt;!-- 显示最后评论 --&gt;
{% if comments %}
最后评论： {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;详情&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;客户： {{ doc.customer }}
&lt;li&gt;金额： {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>条件示例：</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>条件示例：</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>可为单一类型创建多个网络表单。为该网络表单添加特定筛选器，以便在提交后显示正确的记录。</p><p>例如</p>
<p>如果您每年都创建一个单独的网络表格来收集员工的反馈意见，请在 doctype 中添加一个名为年份的 
 字段，并添加过滤器<b>年份 = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>在渲染模板前设置上下文。示例</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>要与上述 HTML 交互，您必须使用 `root_element` 作为父选择器。</p><p>例如：</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// 这里默认提供 root_element
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>",
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * * *
┬ ┬ ┬ ┬ ┬
│ │ │ │ │
│ │ │ │ └ 星期几 (0 - 6)（0 为星期日）
│ │ │ └───── 月 (1 - 12)
│ │ └────────── 月中某天 (1 - 31)
│ └──────────────── 小时 (0 - 23)
└──────────────────── 分钟 (0 - 59)

---

* - 任意值
/ - 步长值
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>条件应使用简单的 Python 语言编写。请仅使用表单中可用的属性。</p>
<p>允许使用的函数：
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_too_date</li>
<li>frappe.utils.now</li>
</ul>
<p>示例： </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,用户授权后客户端应用可访问的资源列表。<br>例如：项目,
A symbol for this currency. For e.g. $,本币符号。例如：$,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,全部,
API,应用程序界面,
API Access,API 访问,
API Endpoint,应用程序界面端点,
API Endpoint Args,API 端点参数,
API Key,应用程序界面密钥,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,与中继服务器交互的 API 密钥和密钥。当从本网站安装的任何应用发送首次推送通知时自动生成。,
API Key cannot be regenerated,API 密钥无法重新生成,
API Method,API 方法,
API Secret,API 密钥,
ASC,升序,
About,关于,
About Us Settings,公司信息设置,
About Us Team Member,团队成员介绍,
Accepted,已接受,
Access Control,访问控制,
Access Key ID,访问密钥 ID,
Access Key Secret,访问密钥,
Access Log,访问日志,
Access Token,访问令牌,
Access Token URL,访问令牌 URL,
Account,科目,
Account Deletion Settings,账户删除设置,
Accounts Manager,会计经理,
Accounts User,会计人员,
Action,行动,
Action / Route,操作/路由,
Action Label,操作标签,
Action Timeout (Seconds),操作超时（秒）,
Action Type,操作类型,
Actions,操作,
Activate,激活,
Active,活动,
Active Directory,活动目录,
Active Domains,活跃域,
Active Sessions,活动会话,
Activity Log,活动日志,
Add Background Image,添加背景图片,
Add Border at Bottom,底部添加边框,
Add Border at Top,顶部添加边框,
Add Container,添加容器,
Add Custom Tags,添加自定义标签,
Add Gray Background,添加灰色背景,
Add Query Parameters,添加查询参数,
Add Signature,添加签名,
Add Space at Bottom,底部添加间距,
Add Space at Top,顶部添加间距,
Add Total Row,添加汇总行,
Add Translate Data,添加翻译数据,
Add Unsubscribe Link,添加退订链接,
Add Video Conferencing,添加视频会议,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO",在网页 &lt;head&gt; 部分添加 HTML，主要用于网站验证和 SEO,
Additional Permissions,附加权限,
Address,地址,
Address And Contacts,地址及联系信息,
Address Line 1,地址行1,
Address Line 2,地址行2,
Address Template,地址模板,
Address Title,地址名称,
Address Type,地址类型,
Address and other legal information you may want to put in the footer.,您可能希望在页脚放置的地址及其他法律信息。,
Addresses And Contacts,地址与联系人,
Adds a custom client script to a DocType,为文档类型添加自定义客户端脚本,
Adds a custom field to a DocType,为文档类型添加自定义字段,
Administrator,管理员,
Advanced,高级,
Advanced Control,高级控制,
Advanced Settings,高级设置,
After Cancel,取消后,
After Delete,删除后,
After Insert,插入后,
After Rename,重命名后,
After Save,保存后,
After Save (Submitted Document),保存后（已提交文档）,
After Submission,提交后,
After Submit,提交后,
Aggregate Function Based On,基于的聚合函数,
Alert,警报,
Align,对齐,
Align Labels to the Right,标签右对齐,
Align Right,右对齐,
All,所有,
All Day,全日,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","所有可能的工作流程状态和工作流程角色。文档状态选项：0 表示 ""已保存""，1 表示 ""已提交""，2 表示 ""已取消""",
Allocated To,分配给,
Allot Points To Assigned Users,为分配用户分配积分,
Allow,允许,
Allow Auto Repeat,允许自动重复,
Allow Bulk Edit,允许批量编辑,
Allow Bulk Editing,允许批量编辑,
Allow Comments,允许评论,
Allow Consecutive Login Attempts ,允许连续登录尝试,
Allow Delete,允许删除,
Allow Dropbox Access,允许 Dropbox 访问,
Allow Editing After Submit,提交后允许编辑,
Allow Guest,允许访客,
Allow Guest to View,允许访客查看,
Allow Guest to comment,允许访客评论,
Allow Guests to Upload Files,允许访客上传文件,
Allow Import (via Data Import Tool),允许导入（通过数据导入工具）,
Allow Incomplete Forms,允许未完成表单,
Allow Login After Fail,失败后允许登录,
Allow Login using Mobile Number,允许使用手机号登录,
Allow Login using User Name,允许使用用户名登录,
Allow Modules,允许模块,
Allow Multiple Responses,允许多次响应,
Allow Older Web View Links (Insecure),允许旧版网页视图链接（不安全）,
Allow Print,允许打印,
Allow Print for Cancelled,允许打印已取消文档,
Allow Print for Draft,允许打印草稿文档,
Allow Read On All Link Options,允许在所有链接选项上读取,
Allow Rename,允许重命名,
Allow Roles,允许角色,
Allow Self Approval,允许自我审批,
Allow Sending Usage Data for Improving Applications,允许发送使用数据以改进应用,
Allow approval for creator of the document,允许文档创建者审批,
Allow document creation via Email,允许通过邮件创建文档,
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","即使文档类型已设置工作流程，也允许编辑。

如果未设置工作流程，则不执行任何操作。",
Allow events in timeline,允许时间线中的事件,
Allow in Quick Entry,允许快速录入,
Allow on Submit,提交时允许,
Allow only one session per user,每个用户仅允许一个会话,
Allow page break inside tables,允许表格内分页,
Allow saving if mandatory fields are not filled,必填字段未填时允许保存,
Allow user to login only after this hour (0-24),仅允许用户在此时间后登录（0-24）,
Allow user to login only before this hour (0-24),仅允许用户在此时间前登录（0-24）,
"Allow users to log in without a password, using a login link sent to their email",允许用户通过发送至邮箱的登录链接免密登录,
Allowed,已允许,
Allowed File Extensions,允许的文件扩展名,
Allowed In Mentions,允许提及,
Allowed Modules,允许的模块,
Allowed Roles,允许的角色,
Allowed embedding domains,允许的嵌入域,
Alternative Email ID,备用邮箱,
"Always add ""Draft"" Heading for printing draft documents",打印草稿文档时始终添加“草稿”标题,
Always use this email address as sender address,始终使用此邮箱作为发件地址,
Always use this name as sender name,始终使用此名称作为发件人名称,
Amend,修订,
Amend Counter,修订计数器,
Amended Document Naming Settings,已修改文档命名设置,
Amended Documents,修订文档,
Amended From,修订源,
Amendment Naming Override,覆盖修订命名规则,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],.ico 格式的图标文件，应为 16 x 16 像素。可通过 favicon 生成器生成。[favicon-generator.org],
Analytics,分析,
Announcement Widget,公告小部件,
Announcements,公告,
Annual,全年,
Anonymization Matrix,匿名化矩阵,
Anonymous responses,匿名响应,
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,可使用任何基于字符串的打印机语言。编写原始命令需了解打印机厂商提供的原生语言。请参考厂商提供的开发手册编写原生命令。这些命令通过 Jinja 模板语言在服务端渲染。,
App,应用,
App Access Key,应用访问密钥,
App Client ID,应用客户端 ID,
App Client Secret,应用客户端密钥,
App ID,应用 ID,
App Logo,应用徽标,
App Name,应用名称,
App Secret Key,应用密钥,
Append Emails to Sent Folder,将邮件附加到已发送文件夹,
Append To,附加到,
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.",作为针对此 DocType 的通信附加(必须包含字段：“发件人”和“主题”)。这些字段可以在附加 DocType 的电子邮件设置部分中定义。,
Applicable For,适用于,
Application Logo,应用徽标,
Application Name,应用名称,
Application Version,应用版本,
Applied On,应用于,
Apply Document Permissions,应用文档权限,
Apply Only Once,仅应用一次,
Apply Strict User Permissions,应用严格用户权限,
Apply To,应用于,
Apply To All Document Types,应用于所有文档类型,
Apply User Permission On,应用用户权限于,
Apply this rule if the User is the Owner,若用户是所有者则应用此规则,
Apply this rule only once per document,每个文档仅应用此规则一次,
Appreciation,感谢,
Apps,应用,
Archived,已归档,
Arguments,参数,
Arial,Arial字体,
Assign Condition,分配条件,
Assign To Users,分配给用户,
Assigned,已分配,
Assigned By,分配人,
Assigned By Full Name,分配人全名,
Assignment,任务分配,
Assignment Completed,分配完成,
Assignment Days,分配天数,
Assignment Rule,分配规则,
Assignment Rule Day,分配规则天数,
Assignment Rule User,分配规则用户,
Assignment Rules,分配规则集,
Assignments,分配任务集,
Attach,附件,
Attach Image,附加图片,
Attach Package,附加程序包,
Attach Print,附加打印格式,
Attached File,附加文件,
Attached To DocType,附加到文档类型,
Attached To Field,附加到字段,
Attached To Name,附加到名称,
Attachment,附件,
Attachment Limit (MB),附件限制(MB),
Attachment Link,附件链接,
Attachment Removed,附件已移除,
Attachments,附件,
Audience,受众群体,
Audit System Hooks,审计系统钩子,
Audit Trail,审计追踪,
Auth URL Data,认证URL数据,
Authenticate as Service Principal,作为服务主体认证,
Authentication,身份验证,
Author,作者,
Authorization Code,授权码,
Authorization URI,授权URI,
Authorize API Access,授权API访问,
Authorize API Indexing  Access,授权API索引访问,
Authorize Google Calendar Access,授权Google日历访问,
Authorize Google Contacts Access,授权Google联系人访问,
Authorize Google Drive Access,授权Google云端硬盘访问,
Authorize URL,授权URL,
Authorized,已授权,
Auto,自动,
Auto Email Report,自动邮件报告,
Auto Name,自动命名,
Auto Repeat,自动重复,
Auto Repeat Day,自动重复日,
Auto Reply,自动回复,
Auto Reply Message,自动回复消息,
Auto follow documents that are assigned to you,自动关注分配给您的文档,
Auto follow documents that are shared with you,自动关注与您共享的文档,
Auto follow documents that you Like,自动关注您点赞的文档,
Auto follow documents that you comment on,自动关注您评论的文档,
Auto follow documents that you create,自动关注您创建的文档,
Autocomplete,自动完成,
Autoincrement,自动递增,
Automated Message,自动化消息,
Automatic,自动模式,
Automatically Assign Documents to Users,自动分配文档给用户,
Automatically delete account within (hours),在（小时）内自动删除账户,
Automation,自动化,
Avatar,头像,
Average,平均值,
Awaiting Password,等待密码,
Awaiting password,等待密码中,
B0,B0,
B1,B1,
B10,B10,
B2,B2,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,密送,
Background Color,背景颜色,
Background Image,背景图片,
Background Jobs,后台作业,
Background Jobs Check,后台作业检查,
Background Jobs Queue,后台作业队列,
Background Workers,后台工作进程,
Backup Details,备份详情,
Backup Files,备份文件,
Backup Folder ID,备份文件夹ID,
Backup Folder Name,备份文件夹名称,
Backup Frequency,备份频率,
Backup public and private files along with the database.,备份数据库及公有/私有文件,
Backups,备份集,
Backups (MB),备份量(MB),
Banker's Rounding,银行家舍入法,
Banker's Rounding (legacy),银行家舍入法（旧版）,
Banner,横幅,
Banner HTML,横幅HTML,
Banner Image,横幅图片,
Banner is above the Top Menu Bar.,横幅位于顶部菜单栏上方,
Bar,柱状图,
Barcode,条码,
Base Distinguished Name (DN),基础识别名(DN),
Base URL,基本网址,
Based On,基于,
Based on Field,基于字段,
Based on Permissions For User,基于用户权限,
Basic,基础,
Basic Info,基本信息,
